arabic,sql,db_id
أظهر رمز نوع الشقه الأكثر شيوعا.,SELECT apt_type_code FROM Apartments GROUP BY apt_type_code ORDER BY count ( * ) DESC LIMIT 1,apartment_rentals
أي رمز لنوع الشقه يظهر الأكثر؟,SELECT apt_type_code FROM Apartments GROUP BY apt_type_code ORDER BY count ( * ) DESC LIMIT 1,apartment_rentals
أظهر الرمز الأكثر شيوعا لنوع الشقه بين الشقق التي تحتوي علي أكثر من حمام واحد.,SELECT apt_type_code FROM Apartments WHERE bathroom_count > 1 GROUP BY apt_type_code ORDER BY count ( * ) DESC LIMIT 1,apartment_rentals
أي رمز لنوع الشقه هو الأكثر شيوعا بين الشقق التي تحتوي علي أكثر من حمام واحد؟,SELECT apt_type_code FROM Apartments WHERE bathroom_count > 1 GROUP BY apt_type_code ORDER BY count ( * ) DESC LIMIT 1,apartment_rentals
أظهر كل رمز لنوع الشقه، وأقصي وأدني عدد من الغرف لكل نوع.,"SELECT apt_type_code , max ( room_count ) , min ( room_count ) FROM Apartments GROUP BY apt_type_code",apartment_rentals
ارجع كل رمز لنوع الشقه مع العدد الأقصي والأدني للغرف بين كل نوع.,"SELECT apt_type_code , max ( room_count ) , min ( room_count ) FROM Apartments GROUP BY apt_type_code",apartment_rentals
أظهر كل رمز للجنس وعدد الضيوف المقابل مرتبه تنازليا حسب العدد.,"SELECT gender_code , COUNT ( * ) FROM Guests GROUP BY gender_code ORDER BY COUNT ( * ) DESC",apartment_rentals
فرز رموز الجنس بترتيب تنازلي حسب عدد الضيوف المقابل. ارجاع رموز الجنس والعدد.,"SELECT gender_code , COUNT ( * ) FROM Guests GROUP BY gender_code ORDER BY COUNT ( * ) DESC",apartment_rentals
كم عدد الشقق التي لا تحتوي علي أي مرفق؟,SELECT count ( * ) FROM Apartments WHERE apt_id NOT IN ( SELECT apt_id FROM Apartment_Facilities ),apartment_rentals
العثور علي عدد الشقق التي لا تحتوي علي أي مرفق.,SELECT count ( * ) FROM Apartments WHERE apt_id NOT IN ( SELECT apt_id FROM Apartment_Facilities ),apartment_rentals
"أظهر أرقام الشقق للشقق التي لها حجوزات تحمل رمز حاله ""مؤقت"" و ""مؤكد"" علي حد سواء.","SELECT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.booking_status_code = ""Confirmed"" INTERSECT SELECT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.booking_status_code = ""Provisional""",apartment_rentals
"أي الشقق لديها حجوزات برموز حاله ""مؤقت"" و ""مؤكد"" علي حد سواء؟ أعطني أرقام الشقق.","SELECT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.booking_status_code = ""Confirmed"" INTERSECT SELECT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.booking_status_code = ""Provisional""",apartment_rentals
أظهر أرقام الشقق للشقق التي تحمل توافر حاله الوحده لديها كلا من 0 و 1.,SELECT T1.apt_number FROM Apartments AS T1 JOIN View_Unit_Status AS T2 ON T1.apt_id = T2.apt_id WHERE T2.available_yn = 0 INTERSECT SELECT T1.apt_number FROM Apartments AS T1 JOIN View_Unit_Status AS T2 ON T1.apt_id = T2.apt_id WHERE T2.available_yn = 1,apartment_rentals
أي الشقق لها توافر حاله الوحده لديها كلا من 0 و 1؟ ارجاع أرقام الشقق.,SELECT T1.apt_number FROM Apartments AS T1 JOIN View_Unit_Status AS T2 ON T1.apt_id = T2.apt_id WHERE T2.available_yn = 0 INTERSECT SELECT T1.apt_number FROM Apartments AS T1 JOIN View_Unit_Status AS T2 ON T1.apt_id = T2.apt_id WHERE T2.available_yn = 1,apartment_rentals
كم عدد المباريات التي تمت بعد موسم 2007؟,SELECT count ( * ) FROM game WHERE season > 2007,game_injury
قائمه تواريخ المباريات حسب اسم الفريق المستضيف بترتيب تنازلي.,SELECT Date FROM game ORDER BY home_team DESC,game_injury
ما هي الموسم، والفريق المضيف، والفريق الزائر لجميع المباريات؟,"SELECT season , home_team , away_team FROM game",game_injury
ما هي الحد الأقصي والحد الأدني والمتوسط للمباريات المنزليه التي أقامها كل ملعب؟,"SELECT max ( home_games ) , min ( home_games ) , avg ( home_games ) FROM stadium",game_injury
ما هو متوسط الحضور في الملاعب التي تحمل نسبه السعه أعلي من 100٪؟,SELECT average_attendance FROM stadium WHERE capacity_percentage > 100,game_injury
"ما هي أسماء اللاعبين، وعدد المباريات، ومصدر المعلومات للاعبين الذين لا يعانون من إصابه ""مشكله في الركبه""؟","SELECT player , number_of_matches , SOURCE FROM injury_accident WHERE injury ! = 'Knee problem'",game_injury
"ما هو الموسم الخاص بالمباراه التي تسببت في إصابه اللاعب ""والتر سامويل""؟",SELECT T1.season FROM game AS T1 JOIN injury_accident AS T2 ON T1.id = T2.game_id WHERE T2.player = 'Walter Samuel',game_injury
ما هي الهويات، والنتائج، والتواريخ للمباريات التي تسببت في حدوث حادثتي إصابه علي الأقل؟,"SELECT T1.id , T1.score , T1.date FROM game AS T1 JOIN injury_accident AS T2 ON T2.game_id = T1.id GROUP BY T1.id HAVING count ( * ) > = 2",game_injury
ما هو الهويه والاسم للملعب الذي حدث فيه أكبر عدد من حوادث الإصابه؟,"SELECT T1.id , T1.name FROM stadium AS T1 JOIN game AS T2 ON T1.id = T2.stadium_id JOIN injury_accident AS T3 ON T2.id = T3.game_id GROUP BY T1.id ORDER BY count ( * ) DESC LIMIT 1",game_injury
اعثر علي الهويه والاسم للملعب الذي وقع فيه أكبر عدد من حوادث الإصابه.,"SELECT T1.id , T1.name FROM stadium AS T1 JOIN game AS T2 ON T1.id = T2.stadium_id JOIN injury_accident AS T3 ON T2.id = T3.game_id GROUP BY T1.id ORDER BY count ( * ) DESC LIMIT 1",game_injury
في أي موسم وفي أي ملعب حدث لأي لاعب إصابه بـ 'إصابه في القدم' أو 'مشكله في الركبه'؟,"SELECT T1.season , T2.name FROM game AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.id JOIN injury_accident AS T3 ON T1.id = T3.game_id WHERE T3.injury = 'Foot injury' OR T3.injury = 'Knee problem'",game_injury
كم عدد أنواع مختلفه من مصادر المعلومات لحوادث الإصابه؟,SELECT count ( DISTINCT SOURCE ) FROM injury_accident,game_injury
كم عدد المباريات التي لم تحدث فيها حوادث إصابه؟,SELECT count ( * ) FROM game WHERE id NOT IN ( SELECT game_id FROM injury_accident ),game_injury
كم عدد أنواع الإصابات المميزه التي وقعت بعد موسم 2010؟,SELECT count ( DISTINCT T1.injury ) FROM injury_accident AS T1 JOIN game AS T2 ON T1.game_id = T2.id WHERE T2.season > 2010,game_injury
قائمه باسم الملعب الذي تعرض فيه كل من اللاعب 'والتر سامويل' واللاعب 'تياغو موتا' للإصابه.,SELECT T2.name FROM game AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.id JOIN injury_accident AS T3 ON T1.id = T3.game_id WHERE T3.player = 'Walter Samuel' INTERSECT SELECT T2.name FROM game AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.id JOIN injury_accident AS T3 ON T1.id = T3.game_id WHERE T3.player = 'Thiago Motta',game_injury
أظهر الاسم، والحضور المتوسط، والحضور الإجمالي للملاعب التي لم تحدث فيها حوادث.,"SELECT name , average_attendance , total_attendance FROM stadium EXCEPT SELECT T2.name , T2.average_attendance , T2.total_attendance FROM game AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.id JOIN injury_accident AS T3 ON T1.id = T3.game_id",game_injury
"أي اسم ملعب يحتوي علي السلسله الفرعيه ""بنك""؟","SELECT name FROM stadium WHERE name LIKE ""%Bank%""",game_injury
كم لعبت كل استاد؟,"SELECT T1.id , count ( * ) FROM stadium AS T1 JOIN game AS T2 ON T1.id = T2.stadium_id GROUP BY T1.id",game_injury
لكل حادث إصابه، ابحث عن تاريخ المباراه واسم اللاعب المصاب في اللعبه، ورتب النتائج تنازليا حسب الموسم.,"SELECT T1.date , T2.player FROM game AS T1 JOIN injury_accident AS T2 ON T1.id = T2.game_id ORDER BY T1.season DESC",game_injury
استعرض جميع أسماء البلدان والدوريات.,"SELECT T1.name , T2.name FROM Country AS T1 JOIN League AS T2 ON T1.id = T2.country_id",soccer_1
كم عدد الدوريات في إنجلترا؟,"SELECT count ( * ) FROM Country AS T1 JOIN League AS T2 ON T1.id = T2.country_id WHERE T1.name = ""England""",soccer_1
ما هو متوسط وزن جميع اللاعبين؟,SELECT avg ( weight ) FROM Player,soccer_1
ما هو أقصي وأدني طول لجميع اللاعبين؟,"SELECT max ( weight ) , min ( weight ) FROM Player",soccer_1
استعرض أسماء جميع اللاعبين الذين لديهم تقييم عام أعلي من المتوسط.,SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.overall_rating > ( SELECT avg ( overall_rating ) FROM Player_Attributes ),soccer_1
ما هي أسماء اللاعبين الذين لديهم أفضل مهاره الكره؟,SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.dribbling = ( SELECT max ( overall_rating ) FROM Player_Attributes ),soccer_1
استعرض أسماء جميع اللاعبين الذين لديهم درجه عبور أعلي من 90 ويفضلون قدمهم اليمني.,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.crossing > 90 AND T2.preferred_foot = ""right""",soccer_1
استعرض أسماء جميع اللاعبين الذين يستخدمون القدم اليسري ولديهم تقييم عام بين 85 و 90.,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.preferred_foot = ""left"" AND T2.overall_rating > = 85 AND T2.overall_rating < = 90",soccer_1
ما هو متوسط تقييم اللاعبين الذين يستخدمون القدم اليمني والقدم اليسري؟,"SELECT preferred_foot , avg ( overall_rating ) FROM Player_Attributes GROUP BY preferred_foot",soccer_1
من بين جميع اللاعبين الذين لديهم تقييم عام أكبر من 80، كم عدد الذين يستخدمون القدم اليمني والقدم اليسري؟,"SELECT preferred_foot , count ( * ) FROM Player_Attributes WHERE overall_rating > 80 GROUP BY preferred_foot",soccer_1
استعرض جميع معرف اللاعبين الذين يبلغ طولهم 180 سم علي الأقل وتقييمهم العام أعلي من 85.,SELECT player_api_id FROM Player WHERE height > = 180 INTERSECT SELECT player_api_id FROM Player_Attributes WHERE overall_rating > 85,soccer_1
استعرض جميع معرفات اللاعبين الذين يستخدمون القدم اليسري وطولهم بين 180 سم و 190 سم.,"SELECT player_api_id FROM Player WHERE height > = 180 AND height < = 190 INTERSECT SELECT player_api_id FROM Player_Attributes WHERE preferred_foot = ""left""",soccer_1
من هم أفضل 3 لاعبين من حيث التقييم العام؟,SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id ORDER BY overall_rating DESC LIMIT 3,soccer_1
ما هي أسماء وتواريخ ميلاد أفضل خمسه لاعبين من حيث الإمكانيات؟,"SELECT DISTINCT T1.player_name , T1.birthday FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id ORDER BY potential DESC LIMIT 5",soccer_1
كم عدد الأداءات؟,SELECT count ( * ) FROM performance,performance_attendance
قائمه مضيفي الأداءات بترتيب تصاعدي للحضور.,SELECT HOST FROM performance ORDER BY Attendance ASC,performance_attendance
ما هي التواريخ والمواقع للأداءات؟,"SELECT Date , LOCATION FROM performance",performance_attendance
"عرض حضور الأداءات في الموقع ""TD Garden"" أو ""Bell Centre"".","SELECT Attendance FROM performance WHERE LOCATION = ""TD Garden"" OR LOCATION = ""Bell Centre""",performance_attendance
ما هو متوسط عدد الحضور للأداءات؟,SELECT avg ( Attendance ) FROM performance,performance_attendance
ما هو تاريخ الأداء الذي شهد أعلي عدد من الحضور؟,SELECT Date FROM performance ORDER BY Attendance DESC LIMIT 1,performance_attendance
عرض المواقع المختلفه وعدد الأداءات في كل موقع.,"SELECT LOCATION , COUNT ( * ) FROM performance GROUP BY LOCATION",performance_attendance
عرض الموقع الأكثر شيوعا للأداءات.,SELECT LOCATION FROM performance GROUP BY LOCATION ORDER BY COUNT ( * ) DESC LIMIT 1,performance_attendance
عرض المواقع التي تحتوي علي ما لا يقل عن أداءين.,SELECT LOCATION FROM performance GROUP BY LOCATION HAVING COUNT ( * ) > = 2,performance_attendance
